,chembl_id,max_phase,chirality,prodrug,oral,parenteral,topical,availability_type,withdrawn_year,withdrawn_reason,withdrawn_country,withdrawn_class,smiles,molecule_type,structure_type,therapeutic_flag,alogp,aromatic_rings,cx_logd,cx_logp,cx_most_apka,cx_most_bpka,full_mwt,hba,hba_lipinski,hbd,hbd_lipinski,heavy_atoms,molecular_species,mw_freebase,mw_monoisotopic,num_lipinski_ro5_violations,num_ro5_violations,psa,qed_weighted,ro3_pass,rtb,parent_chembl_id,parent_smiles,parent_inchi_key,chembl_tox,action_type,direct_interaction,disease_efficacy,molecular_mechanism,target_chembl_id,atc_classifications,black_box_warning,withdrawn_chembl,withdrawn_drugbank,withdrawn_withdrawn,withdrawn_tox,wd_consensus_1,wd_consensus_2,wd_consensus_3,standardized_smiles,scaffolds
1363,CHEMBL1688530,4.0,1,0,False,True,False,1,,,,,CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)C2=CC=C(OC3=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]4C[C@](C)(NCC5=CC=C(C=C5)C5=CC=C(Cl)C=C5)[C@@H](O)[C@H](C)O4)C4=CC(=C3)[C@@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N[C@@H]1C3=CC(=C(O)C=C3)C3=C(O)C=C(O)C=C3[C@H](NC(=O)[C@@H](NC1=O)[C@H](O[C@H]1C[C@](C)(N)[C@@H](O)[C@H](C)O1)C1=CC(Cl)=C(O4)C=C1)C(O)=O)C(Cl)=C2,Unknown,MOL,True,,,,,,,1793.12,,,,,,,1793.12,1790.5641,,,,,,,CHEMBL1688530,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O[C@H]3C[C@](C)(N)[C@@H](O)[C@H](C)O3)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(NCc3ccc(-c4ccc(Cl)cc4)cc3)[C@@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,VHFGEBVPHAGQPI-LXKZPTCJSA-N,Safe,missing,missing,missing,missing,missing,J01XA05,0.0,0,0,0,,0,0,0,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O[C@H]3C[C@](C)(N)[C@@H](O)[C@H](C)O3)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(NCc3ccc(-c4ccc(Cl)cc4)cc3)[C@@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,CCC(CC(C)C)C(C)CC1C(C)CC(CC(C)C)C(C)CC2C(C)CC3C(C)CC(C(C)CC(C(C)C)C4CC(C)CC(C)C4C4CC3CCC4C)C(CC3CC(C)C(C)C(C)(C)C3)C3CCC(CC4CC2CC(CC2CCC(CC2C)C1C)C4CC1CC(CC)C(C)C(C)C1CC1CC(C)C(C)C(C)(CCC2CCC(C4CCC(C)CC4)CC2)C1)C(C)C3
8448,CHEMBL6466,4.0,Achiral Molecule,False,False,False,False,Unknown,None,None,None,None,O=c1ccc2ccccc2o1,Small molecule,MOL,True,1.79,2.0,1.78,1.78,,,146.14,2.0,2.0,0.0,0.0,11.0,,146.14,146.0368,0.0,0.0,30.21,0.53,Y,0.0,CHEMBL6466,O=c1ccc2ccccc2o1,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,Safe,,True,True,True,,,,0,0,1,,1,0,0,O=c1ccc2ccccc2o1,CC1CCC2CCCCC2C1
4323,CHEMBL661,4.0,Achiral Molecule,False,True,False,False,Prescription Only,None,None,None,None,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,Small molecule,MOL,True,3.58,3.0,3.02,3.02,,5.01,308.77,4.0,4.0,0.0,0.0,22.0,NEUTRAL,308.77,308.0829,0.0,0.0,43.07,0.69,N,1.0,CHEMBL661,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,VREFGVBLTWBCJP-UHFFFAOYSA-N,Safe,POSITIVE ALLOSTERIC MODULATOR,True,True,True,CHEMBL2093872,,,0,0,0,,0,0,0,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,CC1CCC2C(C1)C(C1CCCCC1)CCC1CCC(C)C12
5931,CHEMBL1378,4.0,Achiral Molecule,False,True,True,True,Discontinued,None,None,None,None,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,Small molecule,MOL,True,5.04,2.0,3.97,4.66,,8.0,399.63,5.0,3.0,0.0,0.0,27.0,NEUTRAL,399.63,399.1803,1.0,1.0,9.72,0.63,N,6.0,CHEMBL1378,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,XCTYLCDETUVOIP-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0,1,0,,1,0,0,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,CCCC1CCC2CC3CCCCC3C(CCCC3CCC(C)CC3)C2C1
4952,CHEMBL1115,4.0,Achiral Molecule,False,True,True,False,Prescription Only,None,None,None,None,CN(C)C(=O)Oc1ccc[n+](C)c1,Small molecule,MOL,True,0.57,1.0,-3.47,-3.47,,,181.22,2.0,4.0,0.0,0.0,13.0,NEUTRAL,181.22,181.0972,0.0,0.0,33.42,0.59,Y,1.0,CHEMBL1115,CN(C)C(=O)Oc1ccc[n+](C)c1,RVOLLAQWKVFTGE-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0,0,0,,0,0,0,CN(C)C(=O)Oc1ccc[n+](C)c1,CC1CCCC(CC(C)C(C)C)C1
4461,CHEMBL409,4.0,Racemic Mixture,False,True,False,False,Prescription Only,None,None,None,None,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,Small molecule,MOL,True,2.88,2.0,2.71,2.71,11.78,,430.38,5.0,6.0,2.0,2.0,29.0,NEUTRAL,430.38,430.061,0.0,0.0,107.26,0.56,N,5.0,CHEMBL409,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,LKJPYSCBVHEWIU-UHFFFAOYSA-N,Safe,ANTAGONIST,True,True,True,CHEMBL1871,,,0,0,1,,1,0,0,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,CCC1CCC(CC(C)C(C)(C)CC(C)(C)C2CCC(C)CC2)CC1C(C)(C)C
9262,CHEMBL334966,4.0,Racemic Mixture,False,False,True,False,Prescription Only,None,None,None,None,CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O)[C@@H](O)[C@H]1O,Small molecule,MOL,True,2.85,2.0,-5.25,-0.6,0.79,4.94,776.37,15.0,17.0,7.0,7.0,44.0,ACID,776.37,774.9483,3.0,3.0,255.91,0.05,N,15.0,CHEMBL334966,CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O)[C@@H](O)[C@H]1O,PAEBIVWUMLRPSK-IDTAVKCVSA-N,Safe,missing,missing,missing,missing,missing,,,0,0,0,,0,0,0,CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O)[C@@H](O)[C@H]1O,CCCCCC1CC(CCCC(C)(C)C)CC2C1CCC2C1CC(CCC(C)(C)CC(C)(C)C(C)(C)C(C)(C)C)C(C)C1C
7879,CHEMBL364713,4.0,Single Stereoisomer,False,False,False,False,Unknown,None,None,None,None,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,Small molecule,MOL,True,2.88,2.0,2.39,2.58,13.07,7.14,413.43,8.0,8.0,0.0,0.0,30.0,NEUTRAL,413.43,413.1475,0.0,0.0,75.69,0.71,N,4.0,CHEMBL364713,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,AKNNEGZIBPJZJG-MSOLQXFVSA-N,Safe,missing,missing,missing,missing,missing,,,0,0,1,,1,0,0,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,CCC1CCC2C(C3C(C)CCC4CC5CCCC5C(CC)C43)CC(C)C2C1CC
1660,CHEMBL267744,4.0,Achiral Molecule,False,False,False,False,Withdrawn,1980,Liver Toxicity and Death,United Kingdom; United States; Germany; France,Hepatotoxicity,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,Small molecule,MOL,False,3.75,2.0,0.43,3.87,3.22,,331.18,4.0,4.0,1.0,1.0,20.0,ACID,331.18,329.952,0.0,0.0,63.6,0.85,N,5.0,CHEMBL267744,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,AGHANLSBXUWXTB-UHFFFAOYSA-N,Safe,,True,True,True,,,,1,0,1,,1,1,0,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,CC(C)CCC1CCC(C(C)C2CCCC2)C(C)C1C
7367,CHEMBL1201039,4.0,Achiral Molecule,False,True,False,False,Discontinued,None,None,None,None,NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O,Small molecule,MOL,True,2.24,2.0,1.27,1.97,6.45,,431.95,6.0,7.0,2.0,3.0,26.0,ACID,431.95,430.9835,0.0,0.0,118.69,0.75,N,5.0,CHEMBL1201039,NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O,NDTSRXAMMQDVSW-UHFFFAOYSA-N,Safe,INHIBITOR,True,True,True,CHEMBL1876,,,0,0,0,,0,0,0,NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O,CC1CC2CC(CCCC3CCCCC3)CC(C)(C)C2CC1C(C)(C)C
2186,CHEMBL1201294,4.0,Achiral Molecule,False,True,False,False,Prescription Only,None,None,None,None,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,Small molecule,MOL,True,5.48,3.0,4.76,5.88,,8.5,452.6,4.0,4.0,0.0,0.0,34.0,NEUTRAL,452.6,452.2464,1.0,1.0,53.33,0.42,N,8.0,CHEMBL1201294,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,HYPPXZBJBPSRLK-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0,0,0,,0,0,0,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,CCCC(C)C1(C2CCCCC2)CCC(CCC(CC)(C2CCCCC2)C2CCCCC2)CC1
5915,CHEMBL1201168,4.0,Achiral Molecule,False,True,False,False,Prescription Only,None,None,None,None,Cc1cc(C(=O)NNCc2ccccc2)no1,Small molecule,MOL,True,1.42,2.0,1.43,1.43,10.42,2.83,231.25,4.0,5.0,2.0,2.0,17.0,NEUTRAL,231.25,231.1008,0.0,0.0,67.16,0.78,N,4.0,CHEMBL1201168,Cc1cc(C(=O)NNCc2ccccc2)no1,XKFPYPQQHFEXRZ-UHFFFAOYSA-N,toxic_psyche,INHIBITOR,True,True,True,CHEMBL2095205,,,0,0,1,,1,0,0,Cc1cc(C(=O)NNCc2ccccc2)no1,CC1CCC(C(C)CCCC2CCCCC2)C1
9256,CHEMBL3989859,4.0,Single Stereoisomer,True,False,True,False,Prescription Only,None,None,None,None,CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,Small molecule,MOL,False,9.06,1.0,10.42,10.42,,,472.75,3.0,3.0,0.0,0.0,34.0,NEUTRAL,472.75,472.3916,1.0,1.0,35.53,0.21,N,13.0,CHEMBL3989859,CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,ZAKOWWREFLAJOT-ADUHFSDSSA-N,Safe,missing,missing,missing,missing,missing,,,0,0,0,,0,0,0,CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,CC(C)CCCC(C)CCCC(C)CCCC1(C)CCC2C(C)C(CC(C)C)C(C)C(C)C2C1
8939,CHEMBL1095,4.0,Racemic Mixture,False,True,False,False,Prescription Only,None,None,None,None,CCN1C(=O)NC(c2ccccc2)C1=O,Small molecule,MOL,True,1.3,1.0,1.07,1.07,11.18,,204.23,2.0,4.0,1.0,1.0,15.0,NEUTRAL,204.23,204.0899,0.0,0.0,49.41,0.74,Y,2.0,CHEMBL1095,CCN1C(=O)NC(c2ccccc2)C1=O,SZQIFWWUIBRPBZ-UHFFFAOYSA-N,Safe,BLOCKER,True,True,True,CHEMBL2331043,,,0,0,0,,0,0,0,CCN1C(=O)NC(c2ccccc2)C1=O,CCC1C(C)CC(C2CCCCC2)C1C
7645,CHEMBL110458,4.0,Single Stereoisomer,False,True,False,False,Prescription Only,None,None,None,None,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,Small molecule,MOL,True,-2.97,0.0,-3.63,-2.89,12.91,8.06,163.17,5.0,5.0,5.0,5.0,11.0,NEUTRAL,163.17,163.0845,0.0,0.0,92.95,0.28,N,1.0,CHEMBL110458,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,LXBIFEVIBLOUGU-DPYQTVNSSA-N,Safe,STABILISER,True,True,True,CHEMBL2524,,,0,0,0,,0,0,0,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,CCC1CCC(C)C(C)C1C
4073,CHEMBL1107,4.0,Racemic Mixture,False,True,False,False,Discontinued,None,None,None,None,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,Small molecule,MOL,True,8.64,3.0,5.46,8.06,,10.05,500.43,2.0,2.0,1.0,1.0,33.0,BASE,500.43,499.1657,2.0,2.0,23.47,0.28,N,10.0,CHEMBL1107,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,FOHHNHSLJDZUGQ-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0,0,0,,0,0,0,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,CCCCC(CCCC)CCC(C)C1CC2C(C)CC(C)CC2C2CC(C(C)(C)C)CCC12
5594,CHEMBL1697760,4.0,Racemic Mixture,False,False,False,False,Withdrawn,1987,Polyneuropathy,European Union; Germany; France,Neurotoxicity,CC(c1ccc(Cl)c(Cl)c1)N1N=C(N)CC1=O,Small molecule,MOL,False,2.56,1.0,2.14,2.14,13.65,3.0,272.13,3.0,4.0,1.0,2.0,17.0,NEUTRAL,272.13,271.0279,0.0,0.0,58.69,0.9,Y,2.0,CHEMBL1697760,CC(c1ccc(Cl)c(Cl)c1)N1N=C(N)CC1=O,RLWRMIYXDPXIEX-UHFFFAOYSA-N,Safe,,True,True,True,,,,1,1,1,,1,1,1,CC(c1ccc(Cl)c(Cl)c1)N1N=C(N)CC1=O,CC1CC(C)C(C(C)C2CCC(C)C(C)C2)C1
9069,CHEMBL1293,4.0,Achiral Molecule,False,True,False,False,Discontinued,None,None,None,None,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1,Small molecule,MOL,False,12.61,0.0,11.12,11.12,,,536.89,0.0,0.0,0.0,0.0,40.0,,536.89,536.4382,2.0,2.0,0.0,0.24,N,10.0,CHEMBL1293,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1,OENHQHLEOONYIE-JLTXGRSLSA-N,Safe,missing,missing,missing,missing,missing,,,0,0,0,,0,0,0,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1,CC1CCCC(C)(C)C1CCC(C)CCCC(C)CCCCC(C)CCCC(C)CCC1C(C)CCCC1(C)C
